,Day,yyyy_mm_dd,facility_county,ENCOUNTER_FACILITY_NAME,ENCOUNTER_FACILITY_STREET,ENCOUNTER_FACILITY_CITY,ENCOUNTER_FACILITY_STATE,ENCOUNTER_FACILITY_ZIP,mem_cnt,covid19_related_mem_cnt
2381,03-16,2020-03-16,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,2,2.0
2382,03-20,2020-03-20,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,1,0.0
2383,03-29,2020-03-29,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,1,0.0
2384,01-05,2020-01-05,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,3,0.0
2385,01-19,2020-01-19,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,2,1.0
2386,01-21,2020-01-21,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,8,0.0
2387,01-25,2020-01-25,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,4,0.0
2388,01-31,2020-01-31,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,3,0.0
2389,02-02,2020-02-02,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,1,0.0
2390,02-02,2020-02-02,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,2,0.0
2391,02-03,2020-02-03,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,6,4.0
2392,02-04,2020-02-04,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,2,0.0
2393,02-04,2020-02-04,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,7,5.0
2394,02-10,2020-02-10,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,3,1.0
2395,02-18,2020-02-18,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,4,0.0
2396,02-20,2020-02-20,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,11,2.0
2397,02-23,2020-02-23,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,3,0.0
2398,03-14,2020-03-14,Dukes,Martha's Vineyard Hospital,1 Hospital Rd,Oak Bluffs,MA,02557,1,0.0
2399,03-15,2020-03-15,Hampden,Life Care Center of Wilbraham - SNF,2399 Boston Rd,Wilbraham,MA,01095,1,1.0
2400,03-17,2020-03-17,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,8,2.0
2401,03-20,2020-03-20,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
2402,03-22,2020-03-22,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,2,0.0
2403,01-03,2020-01-03,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,5,0.0
2404,01-04,2020-01-04,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,3,0.0
2405,01-08,2020-01-08,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,2,0.0
2406,01-11,2020-01-11,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,9,2.0
2407,01-15,2020-01-15,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,4,0.0
2408,01-17,2020-01-17,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,5,0.0
2409,01-25,2020-01-25,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,4,1.0
2410,01-28,2020-01-28,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,12,1.0
2411,01-28,2020-01-28,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,12,2.0
2412,01-28,2020-01-28,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,8,1.0
2413,01-29,2020-01-29,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,5,3.0
2414,02-01,2020-02-01,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,3,1.0
2415,02-03,2020-02-03,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,3,1.0
2416,02-09,2020-02-09,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,7,5.0
2417,02-16,2020-02-16,Plymouth,Life Care Center of West Bridgewater - SNF,765 W Center St,West Bridgewater,MA,02379,1,0.0
2418,02-21,2020-02-21,Hampden,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,01085,1,0.0
2419,03-03,2020-03-03,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,2,0.0
2420,03-10,2020-03-10,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,2,0.0
2421,03-14,2020-03-14,Franklin,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,1,0.0
2422,03-19,2020-03-19,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,4,2.0
2423,03-23,2020-03-23,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,3,0.0
2424,03-24,2020-03-24,Suffolk,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,1,0.0
2425,03-29,2020-03-29,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,3,0.0
2426,01-19,2020-01-19,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,5,2.0
2427,01-27,2020-01-27,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,13,6.0
2428,01-28,2020-01-28,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,8,0.0
2429,01-30,2020-01-30,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,4,0.0
2430,01-31,2020-01-31,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,4,1.0
2431,02-02,2020-02-02,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,5,0.0
2432,02-10,2020-02-10,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,3,0.0
2433,02-11,2020-02-11,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,2,0.0
2434,02-11,2020-02-11,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,6,0.0
2435,02-11,2020-02-11,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,1,0.0
2436,02-20,2020-02-20,Plymouth,Harbor House Nursing & Rehab Center - SNF,11 Condito Rd,Hingham,MA,02043,1,0.0
2437,03-03,2020-03-03,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,1,0.0
2438,03-04,2020-03-04,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,1,0.0
2439,03-13,2020-03-13,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,5,0.0
2440,03-24,2020-03-24,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,4,1.0
2441,03-25,2020-03-25,Essex,Next Step - Gloucester HealthCare - SNF,272 Washington St.,Gloucester,MA,01930,1,0.0
2442,01-06,2020-01-06,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,3,0.0
2443,01-10,2020-01-10,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,2,1.0
2444,01-11,2020-01-11,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,4,3.0
2445,01-14,2020-01-14,Essex,Addison Gilbert Hospital,298 Washington St,Gloucester,MA,01930,1,1.0
2446,01-15,2020-01-15,Worcester,UMass Memorial ED,119 Belmont St,Worcester,MA,01605,4,3.0
2447,01-19,2020-01-19,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,3,2.0
2448,01-20,2020-01-20,Norfolk,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,1,0.0
2449,01-22,2020-01-22,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,1,0.0
2450,01-31,2020-01-31,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,5,3.0
2451,02-04,2020-02-04,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,2,0.0
2452,02-06,2020-02-06,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,7,0.0
2453,02-10,2020-02-10,Worcester,UMass Memorial ED,119 Belmont St,Worcester,MA,01605,4,2.0
2454,02-11,2020-02-11,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,4,0.0
2455,02-16,2020-02-16,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,3,1.0
2456,03-03,2020-03-03,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,1,0.0
2457,03-04,2020-03-04,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,2,0.0
2458,03-05,2020-03-05,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,6,1.0
2459,03-06,2020-03-06,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,1,0.0
2460,03-10,2020-03-10,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,20,4.0
2461,03-10,2020-03-10,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,9,0.0
2462,03-13,2020-03-13,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,9,5.0
2463,03-14,2020-03-14,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,5,3.0
2464,03-14,2020-03-14,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,6,0.0
2465,03-23,2020-03-23,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,4,2.0
2466,03-27,2020-03-27,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,7,0.0
2467,01-01,2020-01-01,0,Next Step - South Dennis HealthCare - SNF,1 Love Ln,South Dennis,MA,02660`,1,0.0
2468,01-08,2020-01-08,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,12,1.0
2469,01-16,2020-01-16,Essex,Addison Gilbert Hospital,298 Washington St,Gloucester,MA,01930,1,1.0
2470,01-17,2020-01-17,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,2,1.0
2471,01-17,2020-01-17,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,7,0.0
2472,01-23,2020-01-23,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,1,0.0
2473,01-26,2020-01-26,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,1,0.0
2474,01-26,2020-01-26,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,2,1.0
2475,01-28,2020-01-28,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,2,0.0
2476,02-02,2020-02-02,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,2,0.0
2477,02-05,2020-02-05,Worcester,UMass Memorial ED,119 Belmont St,Worcester,MA,01605,4,2.0
2478,02-11,2020-02-11,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,3,0.0
2479,02-21,2020-02-21,Worcester,Life Care Center - The Highlands - SNF,335 Nichols St,Fitchburg,MA,01420,1,0.0
2480,02-25,2020-02-25,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,4,1.0
2481,02-25,2020-02-25,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,2,0.0
2482,03-04,2020-03-04,Essex,Cedar View Rehabilitation & Healthcare Center,480 Jackson St,Methuen,MA,01844,2,1.0
2483,03-07,2020-03-07,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,4,0.0
2484,03-07,2020-03-07,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,1,0.0
2485,03-14,2020-03-14,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,5,0.0
2486,03-26,2020-03-26,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,2,0.0
2487,03-26,2020-03-26,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,4,4.0
2488,03-29,2020-03-29,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,2,0.0
2489,03-29,2020-03-29,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,5,0.0
2490,01-01,2020-01-01,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,1,0.0
2491,01-04,2020-01-04,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,2,2.0
2492,01-06,2020-01-06,Nantucket,Nantucket Cottage Hospital,57 Prospect St,Nantucket,MA,02554,1,1.0
2493,01-09,2020-01-09,Middlesex,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,1,0.0
2494,01-11,2020-01-11,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,15,7.0
2495,01-13,2020-01-13,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,7,3.0
2496,01-13,2020-01-13,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,5,0.0
2497,01-15,2020-01-15,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,6,1.0
2498,01-24,2020-01-24,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,10,2.0
2499,01-24,2020-01-24,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,3,0.0
2500,01-29,2020-01-29,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,2,1.0
2501,02-01,2020-02-01,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,3,1.0
2502,02-01,2020-02-01,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,5,0.0
2503,02-01,2020-02-01,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,5,0.0
2504,02-16,2020-02-16,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,2,1.0
2505,02-16,2020-02-16,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,1,0.0
2506,02-25,2020-02-25,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,1,0.0
2507,03-05,2020-03-05,Plymouth,Life Care Center of West Bridgewater - SNF,765 W Center St,West Bridgewater,MA,02379,1,1.0
2508,03-09,2020-03-09,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,1,0.0
2509,03-17,2020-03-17,Middlesex,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,1,0.0
2510,03-17,2020-03-17,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,3,0.0
2511,03-18,2020-03-18,Middlesex,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,1,1.0
2512,03-25,2020-03-25,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,9,0.0
2513,01-01,2020-01-01,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,9,2.0
2514,01-06,2020-01-06,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,2,0.0
2515,01-07,2020-01-07,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,4,0.0
2516,01-07,2020-01-07,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,6,1.0
2517,01-08,2020-01-08,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,4,0.0
2518,01-19,2020-01-19,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,2,0.0
2519,01-22,2020-01-22,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,7,5.0
2520,01-25,2020-01-25,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,2,0.0
2521,01-27,2020-01-27,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,8,5.0
2522,01-28,2020-01-28,Hampshire,Linda Manor Extended Care Facility,345 Haydenville Road,Leeds,MA,01053,1,1.0
2523,02-01,2020-02-01,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,3,0.0
2524,02-02,2020-02-02,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,1,0.0
2525,02-11,2020-02-11,Worcester,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,1,0.0
2526,02-13,2020-02-13,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,3,0.0
2527,02-28,2020-02-28,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,3,0.0
2528,02-28,2020-02-28,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,5,1.0
2529,03-03,2020-03-03,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,4,1.0
2530,03-08,2020-03-08,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,3,2.0
2531,03-15,2020-03-15,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,2,0.0
2532,03-17,2020-03-17,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,3,1.0
2533,03-20,2020-03-20,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
2534,03-23,2020-03-23,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,5,0.0
2535,03-26,2020-03-26,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,4,0.0
2536,01-01,2020-01-01,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,1,1.0
2537,01-15,2020-01-15,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,1,0.0
2538,01-23,2020-01-23,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,3,0.0
2539,01-25,2020-01-25,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,2,0.0
2540,01-28,2020-01-28,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,5,2.0
2541,02-04,2020-02-04,0,Next Step - South Dennis HealthCare - SNF,1 Love Ln,South Dennis,MA,02660`,1,0.0
2542,02-06,2020-02-06,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,4,0.0
2543,02-10,2020-02-10,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,4,2.0
2544,02-11,2020-02-11,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,5,0.0
2545,03-09,2020-03-09,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,9,2.0
2546,01-08,2020-01-08,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,9,4.0
2547,01-14,2020-01-14,Middlesex,Metrowest Medical Center - Leonard Morse Hospital,67 Union St,Natick,MA,01760,2,0.0
2548,01-17,2020-01-17,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,2,0.0
2549,01-19,2020-01-19,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,2,0.0
2550,01-19,2020-01-19,Worcester,UMass Memorial - Leominster Urgent Care,510 N Main St.,Leominster,MA,01453,1,0.0
2551,01-27,2020-01-27,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,4,0.0
2552,01-30,2020-01-30,Suffolk,Brigham and Women's Faulkner Hospital,1153 Centre St,Boston,MA,02130,1,0.0
2553,01-31,2020-01-31,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,3,0.0
2554,02-09,2020-02-09,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,6,0.0
2555,02-11,2020-02-11,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,4,0.0
2556,02-16,2020-02-16,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,5,2.0
2557,02-25,2020-02-25,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,2,1.0
2558,03-04,2020-03-04,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,9,6.0
2559,03-07,2020-03-07,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,5,0.0
2560,03-07,2020-03-07,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,10,3.0
2561,03-09,2020-03-09,Bristol,Life Care Center of Raynham - SNF,546 S St E,Raynham,MA,02767,1,0.0
2562,03-09,2020-03-09,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,6,1.0
2563,03-14,2020-03-14,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,7,2.0
2564,03-26,2020-03-26,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,4,1.0
2565,01-02,2020-01-02,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,8,0.0
2566,01-04,2020-01-04,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,7,4.0
2567,01-09,2020-01-09,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,1,0.0
2568,01-17,2020-01-17,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,1,0.0
2569,01-21,2020-01-21,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,4,0.0
2570,01-22,2020-01-22,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,3,0.0
2571,01-25,2020-01-25,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,12,0.0
2572,01-27,2020-01-27,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,10,4.0
2573,02-03,2020-02-03,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,2,1.0
2574,02-16,2020-02-16,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,4,3.0
2575,02-16,2020-02-16,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,2,1.0
2576,02-16,2020-02-16,Middlesex,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,1,1.0
2577,02-18,2020-02-18,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,2,1.0
2578,02-20,2020-02-20,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,3,2.0
2579,02-20,2020-02-20,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,7,0.0
2580,02-23,2020-02-23,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,2,2.0
2581,03-07,2020-03-07,Hampshire,Linda Manor Extended Care Facility,345 Haydenville Road,Leeds,MA,01053,1,0.0
2582,03-11,2020-03-11,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,4,0.0
2583,03-12,2020-03-12,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,4,0.0
2584,03-13,2020-03-13,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,3,0.0
2585,03-14,2020-03-14,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,8,4.0
2586,03-15,2020-03-15,Franklin,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,1,0.0
2587,03-18,2020-03-18,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,3,0.0
2588,03-27,2020-03-27,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,2,0.0
2589,01-02,2020-01-02,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,8,3.0
2590,01-02,2020-01-02,Essex,Hathorne Hill,15 Kirkbride Drive,Danvers,MA,01923,1,0.0
2591,01-03,2020-01-03,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,13,11.0
2592,01-06,2020-01-06,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,3,2.0
2593,01-16,2020-01-16,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,7,0.0
2594,01-22,2020-01-22,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,8,0.0
2595,01-27,2020-01-27,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,9,0.0
2596,01-30,2020-01-30,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,3,1.0
2597,01-31,2020-01-31,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,5,1.0
2598,01-31,2020-01-31,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
