,ENCOUNTER_FACILITY_NAME,ENCOUNTER_FACILITY_STREET,ENCOUNTER_FACILITY_CITY,ENCOUNTER_FACILITY_STATE,ENCOUNTER_FACILITY_ZIP,facility_county,yyyy_mm_dd,mm_dd,mem_cnt
2029,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,Plymouth,2020-03-14,03-14,7
2030,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-07,01-07,4
2031,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-09,01-09,4
2032,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-04,03-04,7
2033,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-10,01-10,5
2034,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-04,02-04,5
2035,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-23,02-23,5
2036,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-28,02-28,5
2037,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-20,02-20,3
2038,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-29,01-29,6
2039,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-07,02-07,3
2040,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-01,01-01,3
2041,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-05,02-05,5
2042,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-24,01-24,3
2043,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-16,02-16,3
2044,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-17,03-17,1
2045,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-04,01-04,1
2046,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-03,01-03,9
2047,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-18,02-18,4
2048,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-15,01-15,3
2049,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-25,02-25,5
2050,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-02,01-02,2
2051,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-22,03-22,2
2052,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-14,01-14,1
2053,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-05,03-05,2
2054,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-03,02-03,7
2055,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-06,02-06,6
2056,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-13,01-13,5
2057,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-23,03-23,3
2058,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-06,01-06,2
2059,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-16,01-16,6
2060,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-21,02-21,2
2061,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-21,03-21,1
2062,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-18,01-18,4
2063,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-17,01-17,3
2064,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-15,03-15,2
2065,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-31,01-31,2
2066,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-19,01-19,3
2067,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-01,03-01,4
2068,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-03,03-03,2
2069,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-01,02-01,5
2070,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-10,02-10,1
2071,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-30,01-30,4
2072,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-09,03-09,2
2073,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-11,01-11,3
2074,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-22,01-22,3
2075,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-08,01-08,2
2076,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-05,01-05,4
2077,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-26,01-26,1
2078,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-13,03-13,3
2079,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-28,01-28,3
2080,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-13,02-13,1
2081,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-25,01-25,3
2082,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-20,01-20,2
2083,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-09,02-09,3
2084,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-11,03-11,1
2085,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-27,01-27,2
2086,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-18,03-18,2
2087,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-06,03-06,2
2088,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-14,03-14,1
2089,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-02,02-02,1
2090,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-23,01-23,2
2091,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-02,03-02,1
2092,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-01-21,01-21,1
2093,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-02-11,02-11,1
2094,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,Middlesex,2020-03-24,03-24,1
2095,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-16,01-16,1
2096,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-02-01,02-01,1
2097,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-10,01-10,2
2098,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-02-28,02-28,1
2099,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-14,01-14,2
2100,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-29,01-29,2
2101,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-09,03-09,1
2102,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-24,01-24,2
2103,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-11,03-11,1
2104,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-28,01-28,3
2105,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-02-21,02-21,2
2106,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-02-04,02-04,2
2107,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-01,01-01,1
2108,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-11,01-11,1
2109,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-17,03-17,1
2110,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-15,03-15,1
2111,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-13,01-13,1
2112,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-22,03-22,2
2113,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-02-23,02-23,2
2114,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-02-11,02-11,1
2115,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-23,03-23,1
2116,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-20,01-20,1
2117,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-21,03-21,1
2118,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-31,01-31,1
2119,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-19,03-19,1
2120,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-01,03-01,1
2121,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-18,03-18,1
2122,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-03-07,03-07,1
2123,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,Middlesex,2020-01-21,01-21,1
2124,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,Worcester,2020-03-19,03-19,1
2125,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,Worcester,2020-01-31,01-31,1
2126,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,Worcester,2020-02-11,02-11,1
2127,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,Worcester,2020-01-23,01-23,1
2128,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,Worcester,2020-01-03,01-03,1
2129,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,Worcester,2020-02-01,02-01,1
2130,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,Worcester,2020-01-17,01-17,2
2131,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,Worcester,2020-02-25,02-25,1
2132,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,Worcester,2020-01-30,01-30,1
2133,Life Care Center of Auburn - SNF,14 Masonic Cir,Auburn,MA,01501,Worcester,2020-02-07,02-07,1
2134,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-03-18,03-18,3
2135,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-01-22,01-22,1
2136,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-30,01-30,2
2137,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-31,01-31,5
2138,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-14,03-14,7
2139,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-16,03-16,6
2140,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-07,03-07,7
2141,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-02,01-02,4
2142,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-06,03-06,10
2143,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-06,01-06,7
2144,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-04,01-04,11
2145,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-05,01-05,8
2146,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-07,01-07,6
2147,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-23,02-23,7
2148,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-24,01-24,8
2149,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-03,03-03,5
2150,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-10,03-10,9
2151,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-02,02-02,4
2152,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-23,03-23,5
2153,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-09,03-09,5
2154,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-01,02-01,4
2155,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-19,03-19,2
2156,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-03,01-03,11
2157,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-21,01-21,5
2158,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-05,02-05,5
2159,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-01,01-01,4
2160,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-22,01-22,4
2161,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-25,01-25,5
2162,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-13,02-13,2
2163,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-05,03-05,5
2164,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-25,02-25,4
2165,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-27,01-27,3
2166,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-15,03-15,4
2167,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-26,01-26,5
2168,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-02,03-02,5
2169,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-09,02-09,8
2170,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-28,02-28,3
2171,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-10,02-10,4
2172,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-29,01-29,5
2173,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-17,01-17,8
2174,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-01,03-01,2
2175,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-17,03-17,8
2176,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-18,03-18,1
2177,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-11,02-11,5
2178,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-08,01-08,3
2179,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-01-09,01-09,1
2180,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-09,01-09,7
2181,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-13,01-13,6
2182,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-15,01-15,6
2183,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-06,02-06,7
2184,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-03,02-03,5
2185,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-03-21,03-21,1
2186,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-08,03-08,5
2187,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-20,02-20,4
2188,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-11,01-11,2
2189,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-16,01-16,4
2190,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-03-10,03-10,1
2191,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-18,01-18,2
2192,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-07,02-07,3
2193,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-13,03-13,5
2194,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-18,02-18,6
2195,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-01-26,01-26,1
2196,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-01-18,01-18,1
2197,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-12,03-12,4
2198,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-19,01-19,4
2199,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-28,01-28,3
2200,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-20,03-20,4
2201,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-24,03-24,3
2202,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-11,03-11,6
2203,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-01-17,01-17,1
2204,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-01-01,01-01,1
2205,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-03-17,03-17,2
2206,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-01-31,01-31,2
2207,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-23,01-23,5
2208,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-10,01-10,3
2209,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-22,03-22,1
2210,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-03-05,03-05,1
2211,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-04,02-04,4
2212,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-20,01-20,4
2213,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-04,03-04,1
2214,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-02-16,02-16,2
2215,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-01-25,01-25,1
2216,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-03-21,03-21,3
2217,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-01-21,01-21,1
2218,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,Middlesex,2020-01-14,01-14,1
2219,Spaulding Hospital Cambridge,"1575 Cambridge St,",Cambridge,MA,02138,Middlesex,2020-03-14,03-14,1
2220,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-04,01-04,12
2221,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-21,01-21,10
2222,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-02-03,02-03,5
2223,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-28,01-28,11
2224,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-09,01-09,13
2225,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-03-02,03-02,5
2226,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-07,01-07,15
2227,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-02-21,02-21,10
2228,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-03-23,03-23,3
2229,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-08,01-08,12
2230,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-23,01-23,10
2231,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-30,01-30,12
2232,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-25,01-25,12
2233,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-02,01-02,6
2234,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-02-01,02-01,14
2235,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-11,01-11,9
2236,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-03-24,03-24,8
2237,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-02-23,02-23,16
2238,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-02-02,02-02,10
2239,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-03-10,03-10,7
2240,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-02-20,02-20,10
2241,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-22,01-22,8
2242,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-02-06,02-06,7
2243,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-03-04,03-04,12
2244,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-01-24,01-24,11
2245,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-03-11,03-11,8
2246,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,Hampden,2020-03-05,03-05,15
